Class,Branch,Count_GA,Count_RW
Newzgrabber.Newzgrabber,76,0,0
de.paragon.explorer.event.ExplorerFrameEventConverter,173,0,0
org.databene.jdbacl.SQLUtil,182,0,0
fps370.Fps370Panel,52,0,0
net.sourceforge.jwbf.mediawiki.actions.editing.MovePage,30,0,0
com.google.javascript.jscomp.ControlFlowAnalysis,222,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,259,0,0
net.kencochrane.a4j.DAO.Product,7,0,0
de.paragon.explorer.event.ExplorerFrameEventConverter,39,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,417,0,0
org.znerd.xmlenc.XMLEncoder,87,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,161,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,247,0,0
org.asphodel.DefaultRepositoryManager,36,0,0
com.google.common.base.Suppliers,5,0,0
com.jstevh.viewer.SAXDirParser,24,0,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,31,0,0
umd.cs.shop.JSJshop,44,0,0
com.google.javascript.jscomp.ControlFlowAnalysis,367,0,0
com.google.javascript.jscomp.ReferenceCollectingCallback,101,0,0
org.tartarus.snowball.ext.turkishStemmer,489,0,1
org.jfree.chart.renderer.category.StatisticalBarRenderer,44,0,0
org.jfree.chart.plot.MultiplePiePlot,49,0,0
net.virtualinfinity.atrobots.gui.renderers.RobotRenderer,14,0,0
wheel.asm.ClassWriter,166,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,49,0,0
de.tudarmstadt.ukp.wikipedia.api.WikipediaInfo,26,0,0
de.paragon.explorer.event.ExplorerFrameEventConverter,49,0,0
com.google.common.base.Suppliers,15,0,0
com.liferay.portlet.documentlibrary.model.DLSyncWrapper,78,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,109,0,0
org.jfree.chart.renderer.category.StatisticalBarRenderer,54,0,0
visu.handball.moves.actions.CreateMovePdfAction,14,0,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,88,0,0
com.jstevh.viewer.ClassInfo,144,0,0
net.sf.sugar.fspath.cli.FSPathExplorer,17,0,0
com.pmdesigns.jvc.tools.JVCParser,219,0,0
weka.core.FindWithCapabilities,138,0,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,237,0,0
org.apache.commons.lang3.text.ExtendedMessageFormat,52,0,0
org.jfree.chart.renderer.category.StatisticalBarRenderer,66,0,0
org.znerd.xmlenc.XMLEncoder,144,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,105,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,258,0,0
net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,37,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,478,0,0
com.google.javascript.jscomp.ControlFlowAnalysis,68,0,0
server.ServerGameModel,105,0,0
com.yahoo.platform.yui.compressor.YUICompressor,21,0,0
org.joda.time.chrono.LimitChronology,99,0,0
com.liferay.portal.kernel.servlet.filters.invoker.FilterMapping,92,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,360,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,422,0,0
com.soops.CEN4010.JMCA.JParser.JavaCharStream,201,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,271,0,0
osa.ora.server.admin.ui.UpdateUserPanel,20,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,109,0,0
com.google.javascript.jscomp.ExploitAssigns,85,0,0
de.paragon.explorer.event.ExplorerFrameEventConverter,12,0,0
com.google.javascript.jscomp.ReferenceCollectingCallback,55,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,523,0,0
com.google.javascript.jscomp.ExploitAssigns,44,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,181,0,0
com.google.javascript.jscomp.CheckGlobalThis,4,0,0
org.joda.time.format.DateTimeFormatter,89,0,0
teder.TederFrame,44,0,0
com.eteks.sweethome3d.viewcontroller.RoomController,120,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,291,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,605,0,0
lotus.core.phases.Phase,24,0,0
server.ServerGameModel,81,0,0
JSci.maths.SpecialMath,113,0,0
org.javathena.utiles.ConfigurationManagement,88,0,0
org.exolab.jms.net.connector.DefaultConnectionPool,23,0,0
com.eteks.sweethome3d.viewcontroller.RoomController,79,0,0
org.apache.commons.lang3.text.ExtendedMessageFormat,40,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,130,0,0
org.fixsuite.message.view.TreeView,9,0,0
fps370.Fps370Panel,56,0,0
com.eteks.sweethome3d.viewcontroller.RoomController,108,0,0
org.znerd.xmlenc.XMLEncoder,99,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,402,0,0
fps370.Fps370Panel,9,0,0
org.asphodel.DefaultRepositoryManager,12,0,0
com.pmdesigns.jvc.tools.JVCParser,72,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,479,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,458,0,0
de.tudarmstadt.ukp.wikipedia.api.CategoryDescendantsIterator,8,0,0
com.puppycrawl.tools.checkstyle.utils.AnnotationUtility,19,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,378,0,0
nu.staldal.lagoon.LagoonGUI,39,0,0
com.aelitis.azureus.ui.swt.feature.FeatureManagerUIListener,18,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,23,0,0
fps370.Fps370Panel,93,0,0
org.tartarus.snowball.ext.turkishStemmer,69,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,185,0,0
weka.core.FindWithCapabilities,52,0,0
server.ServerGameModel,79,0,0
com.puppycrawl.tools.checkstyle.utils.AnnotationUtility,21,0,0
org.jfree.chart.renderer.category.StatisticalBarRenderer,25,0,0
visu.handball.moves.xml.HandballModelReader,20,0,0
com.gotoservers.ftp.FtpApplet,24,0,0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,186,0,0
fr.pingtimeout.jtail.gui.view.JTailPanel,20,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,218,0,0
visu.handball.moves.actions.CreateMovePdfAction,11,0,0
com.eteks.sweethome3d.viewcontroller.RoomController,69,0,0
org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,46,0,0
com.google.javascript.jscomp.ControlFlowAnalysis,387,0,0
com.soops.CEN4010.JMCA.JParser.JavaCharStream,178,0,0
org.tartarus.snowball.ext.turkishStemmer,254,0,0
com.google.javascript.jscomp.ScopedAliases,111,0,0
org.templateit.WorkbookParser,26,0,0
com.puppycrawl.tools.checkstyle.utils.ScopeUtils,65,0,0
org.znerd.xmlenc.XMLEncoder,10,0,0
server.ServerGameModel,109,0,0
net.sourceforge.jwbf.mediawiki.actions.editing.MovePage,50,0,0
de.outstare.fortbattleplayer.statistics.BattleStatistics,83,0,0
edu.mscd.cs.jclo.JCLO,26,0,0
org.jfree.chart.renderer.category.StatisticalBarRenderer,9,0,0
com.google.javascript.jscomp.ExploitAssigns,54,0,0
fi.vtt.noen.testgen.observations.formatter.DaikonFormatter,36,0,0
gnu.trove.list.linked.TDoubleLinkedList,13,0,0
org.tartarus.snowball.ext.turkishStemmer,258,0,0
com.soops.CEN4010.JMCA.JParser.JavaCharStream,182,0,0
umd.cs.shop.JSPredicateForm,61,0,0
org.tartarus.snowball.ext.turkishStemmer,120,0,0
de.paragon.explorer.event.ExplorerFrameEventConverter,28,0,0
Menu,27,0,0
org.templateit.WorkbookParser,17,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,389,0,0
org.znerd.xmlenc.XMLEncoder,111,0,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,137,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,343,0,0
com.google.javascript.jscomp.ControlFlowAnalysis,138,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,145,0,0
jigl.image.levelSetTool.LevelSetNudge,87,0,0
visu.handball.moves.xml.HandballModelReader,3,0,0
com.google.javascript.jscomp.ExploitAssigns,73,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,311,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,170,0,0
com.jstevh.viewer.ClassInfo,2,0,0
com.puppycrawl.tools.checkstyle.utils.AnnotationUtility,28,0,0
visu.handball.moves.actions.CreateMovePdfAction,17,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,286,0,0
org.tartarus.snowball.ext.turkishStemmer,187,0,0
com.google.javascript.jscomp.ReferenceCollectingCallback,70,0,0
twitter4j.TwitterBaseImpl,118,0,0
gnu.trove.decorator.TShortByteMapDecorator,2,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,67,0,0
com.allenstudio.ir.ui.MainMenu,20,0,0
org.znerd.xmlenc.XMLEncoder,66,0,0
com.google.javascript.jscomp.ControlFlowAnalysis,204,0,0
de.paragon.explorer.event.ExplorerFrameEventConverter,128,0,0
ch.bluepenguin.email.client.tapestry.MessageList,1,0,0
com.soops.CEN4010.JMCA.JParser.JavaCharStream,208,0,0
de.tudarmstadt.ukp.wikipedia.api.WikipediaInfo,54,0,0
org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,52,0,0
Newzgrabber.BatchDriver,27,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,28,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,71,0,0
fps370.Fps370Panel,72,0,0
de.tudarmstadt.ukp.wikipedia.api.CategoryDescendantsIterator,9,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,107,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,184,0,0
org.apache.commons.lang3.text.ExtendedMessageFormat,132,0,0
com.google.javascript.jscomp.CheckGlobalThis,12,0,0
net.sf.javaml.core.SparseInstance,38,0,0
net.sourceforge.schemaspy.model.xml.TableMeta,12,0,0
org.joda.time.MutableDateTime,109,0,0
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectContainer,59,0,0
lotus.core.phases.Phase,22,0,0
jaw.entrada.Abrir,21,0,0
macaw.presentationLayer.MacawWorkBench,1,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,200,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,294,0,0
com.liferay.portal.kernel.servlet.filters.invoker.FilterMapping,61,0,0
com.google.javascript.jscomp.ReferenceCollectingCallback,52,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,274,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,244,0,0
nu.staldal.lagoon.LagoonGUI,56,0,0
de.paragon.explorer.event.ExplorerFrameEventConverter,20,0,0
de.paragon.explorer.event.ExplorerFrameEventConverter,13,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,18,0,0
com.google.javascript.jscomp.ScopedAliases,81,0,0
net.sourceforge.jwbf.mediawiki.actions.editing.MovePage,11,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,12,0,0
com.pmdesigns.jvc.tools.JVCParser,198,0,0
org.znerd.xmlenc.XMLEncoder,173,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,105,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,112,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,81,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,118,0,0
framework.util.jdbc.JDBCUtils,40,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,54,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,513,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,88,0,0
framework.util.jdbc.JDBCUtils,140,0,0
com.aelitis.azureus.ui.swt.feature.FeatureManagerUIListener,102,0,0
com.google.javascript.jscomp.ReferenceCollectingCallback,140,0,0
dk.statsbiblioteket.summa.storage.database.StatementHandler,51,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,601,0,0
simulator.CA.gui.ConsumerGUI,1,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,290,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,119,0,0
Menu,48,0,0
org.joda.time.chrono.LimitChronology,88,0,0
org.jfree.chart.plot.MultiplePiePlot,54,0,0
org.objectweb.asm.jip.commons.LocalVariablesSorter,76,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,349,0,0
com.liferay.portlet.documentlibrary.model.DLSyncWrapper,60,0,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,208,0,0
jigl.image.levelSetTool.LevelSetNudge,66,0,0
org.templateit.WorkbookParser,30,0,0
Menu,5,0,0
de.outstare.fortbattleplayer.statistics.BattleStatistics,90,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,231,0,0
dk.statsbiblioteket.summa.storage.database.StatementHandler,90,0,0
com.yahoo.platform.yui.compressor.ScriptOrFnScope,25,0,0
framework.util.jdbc.JDBCUtils,116,0,0
de.tudarmstadt.ukp.wikipedia.api.WikipediaInfo,32,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,189,0,0
org.tartarus.snowball.ext.turkishStemmer,421,0,0
gnu.trove.impl.hash.TFloatDoubleHash,62,0,0
de.paragon.explorer.event.ExplorerFrameEventConverter,95,0,0
org.apache.commons.lang3.text.ExtendedMessageFormat,53,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,102,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,163,0,0
dk.statsbiblioteket.summa.support.harmonise.InteractionAdjuster,171,0,0
com.google.javascript.jscomp.ExploitAssigns,25,0,0
net.sourceforge.schemaspy.model.xml.TableMeta,7,0,0
fi.vtt.noen.testgen.observations.formatter.DaikonFormatter,25,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,77,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,389,0,0
umd.cs.shop.JSPredicateForm,17,0,0
com.google.javascript.jscomp.ScopedAliases,30,0,0
jigl.image.levelSetTool.LevelSetNudge,23,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,74,0,0
com.google.javascript.jscomp.ScopedAliases,110,0,0
server.ServerGameModel,73,0,0
net.kencochrane.a4j.file.FileUtil,51,0,0
org.tartarus.snowball.ext.turkishStemmer,359,0,0
Joshua.FoxHunt.FoxHuntFrame,26,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,196,0,0
org.exolab.jms.net.connector.DefaultConnectionPool,24,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,241,0,0
org.tartarus.snowball.ext.turkishStemmer,389,0,0
ipac.WhoIS,2,0,0
org.jfree.chart.plot.MultiplePiePlot,45,0,0
osa.ora.server.admin.ui.UpdateUserPanel,2,0,0
umd.cs.shop.JSState,26,0,0
teder.TederFrame,7,0,0
jigl.image.levelSetTool.LevelSetNudge,48,0,0
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectContainer,82,0,0
com.liferay.portal.kernel.servlet.filters.invoker.FilterMapping,72,0,0
net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,10,0,0
org.apache.commons.lang3.ClassUtils,223,0,0
com.jstevh.viewer.ClassInfo,117,0,0
com.google.javascript.jscomp.ControlFlowAnalysis,67,0,0
com.eteks.sweethome3d.viewcontroller.RoomController,71,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,35,0,0
com.jstevh.viewer.ClassInfo,55,0,0
de.tudarmstadt.ukp.wikipedia.api.WikipediaInfo,62,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,324,0,0
edu.mscd.cs.jclo.JCLO,38,0,0
org.apache.commons.math3.ode.AbstractIntegrator,34,0,0
org.znerd.xmlenc.XMLEncoder,94,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,341,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,65,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,151,0,0
net.sourceforge.schemaspy.model.xml.TableMeta,2,0,0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,38,0,0
com.google.common.base.Objects,24,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,74,0,0
org.apache.commons.math3.util.MathUtils,16,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,506,0,0
com.google.javascript.jscomp.ControlFlowAnalysis,288,0,0
com.eteks.sweethome3d.viewcontroller.RoomController,68,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,376,0,0
com.google.javascript.jscomp.CheckGlobalThis,7,0,0
geo.google.mapping.AddressToUsAddressFunctor,26,0,0
net.sourceforge.ext4j.taglib.bo.Request,104,0,0
de.paragon.explorer.event.ExplorerFrameEventConverter,29,0,0
org.znerd.xmlenc.XMLEncoder,64,0,0
net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,3,0,0
com.liferay.portal.kernel.servlet.filters.invoker.FilterMapping,83,0,0
com.google.javascript.jscomp.ControlFlowAnalysis,169,0,0
com.lts.swing.combobox.SimpleComboBox,8,0,0
com.soops.CEN4010.JMCA.JParser.JavaCharStream,181,0,0
ch.bluepenguin.email.client.tapestry.MessageList,15,0,0
com.eteks.sweethome3d.viewcontroller.RoomController,81,0,0
org.jdom2.transform.JDOMResult,14,0,0
fi.vtt.noen.testgen.observations.formatter.DaikonFormatter,54,0,0
org.znerd.xmlenc.XMLEncoder,63,0,0
com.aelitis.azureus.ui.swt.feature.FeatureManagerUIListener,13,0,0
visu.handball.moves.actions.CreateMovePdfAction,13,0,0
framework.util.jdbc.JDBCUtils,45,0,0
ch.bfh.egov.nutzenportfolio.common.AuswertungGrafik,14,0,0
org.znerd.xmlenc.XMLEncoder,122,0,0
umd.cs.shop.JSJshop,64,0,0
org.joda.time.chrono.LimitChronology,105,0,0
com.jstevh.viewer.ClassInfo,82,0,0
org.fixsuite.message.view.TreeView,52,0,0
de.devcity.parseargs.ArgsParser,56,0,0
framework.util.jdbc.JDBCUtils,27,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,51,0,0
net.sf.javaml.core.AbstractInstance,7,0,0
macaw.presentationLayer.MacawWorkBench,18,0,0
com.google.javascript.jscomp.ExploitAssigns,9,0,0
ch.bfh.egov.nutzenportfolio.service.fragebogen.NaOpNuDaoService,9,0,0
server.ServerGameModel,87,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,342,0,0
teder.TederFrame,42,0,0
jaw.entrada.Salvar,29,0,0
org.exolab.jms.net.connector.DefaultConnectionPool,52,0,0
com.mentorgen.tools.profile.runtime.Profile,46,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,114,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,455,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,188,0,0
umd.cs.shop.JSJshop,108,0,0
de.paragon.explorer.event.ExplorerFrameEventConverter,55,0,0
org.apache.commons.lang3.text.ExtendedMessageFormat,76,0,0
org.javathena.utiles.ConfigurationManagement,126,0,0
org.exolab.jms.net.connector.DefaultConnectionPool,62,0,0
com.eteks.sweethome3d.viewcontroller.RoomController,34,0,0
fr.unice.gfarce.dao.OracleIdentiteDao,71,0,0
jaw.entrada.Salvar,8,0,0
com.google.javascript.jscomp.ReferenceCollectingCallback,144,0,0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,142,0,0
org.templateit.WorkbookParser,50,0,0
weka.core.FindWithCapabilities,142,0,0
gnu.trove.impl.hash.TCharHash,32,0,0
com.aelitis.azureus.ui.swt.feature.FeatureManagerUIListener,15,0,0
framework.util.jdbc.JDBCUtils,126,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,136,0,0
org.joda.time.MutableDateTime,137,0,0
com.google.javascript.jscomp.ScopedAliases,75,0,0
de.paragon.explorer.event.ExplorerFrameEventConverter,109,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,320,0,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,195,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,497,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,122,0,0
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,169,0,0
ch.bfh.egov.nutzenportfolio.service.fragebogen.NaOpNuDaoService,40,0,0
org.tartarus.snowball.ext.turkishStemmer,391,0,0
com.eteks.sweethome3d.viewcontroller.HomeController,450,0,0
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectContainer,62,0,0
simulator.CA.gui.ConsumerGUI,31,0,0
jaw.entrada.Salvar,17,0,0
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectContainer,103,0,0
server.ServerGameModel,103,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,434,0,0
de.paragon.explorer.event.ExplorerFrameEventConverter,167,0,0
net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,4,0,0
org.asphodel.DefaultRepositoryManager,20,0,0
com.aelitis.azureus.ui.swt.feature.FeatureManagerUIListener,48,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,311,0,0
com.aelitis.azureus.ui.swt.feature.FeatureManagerUIListener,114,0,0
net.sourceforge.ext4j.taglib.bo.Request,117,0,0
org.tartarus.snowball.ext.turkishStemmer,234,0,0
macaw.presentationLayer.MacawWorkBench,9,0,0
org.tartarus.snowball.ext.turkishStemmer,377,0,0
Newzgrabber.BatchDriver,23,0,0
fr.unice.gfarce.interGraph.ModifTableStockage,69,1,0
com.jstevh.viewer.ClassInfo,13,1,0
com.google.javascript.jscomp.ReferenceCollectingCallback,62,1,1
fr.unice.gfarce.interGraph.ModifTableStockage,80,1,0
fr.unice.gfarce.interGraph.ModifTableStockage,52,1,0
com.jstevh.viewer.ClassInfo,158,1,0
wheel.util.DynamicSelectModel,30,1,0
net.virtualinfinity.atrobots.gui.renderers.RobotRenderer,6,1,0
com.google.javascript.jscomp.ControlFlowAnalysis,186,1,0
fr.unice.gfarce.interGraph.ModifTableStockage,90,1,0
fr.pingtimeout.jtail.gui.view.JTailPanel,19,1,0
de.progra.charting.CoordSystemUtilities,37,1,0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,121,1,0
com.pmdesigns.jvc.tools.JVCParser,176,1,1
com.jstevh.viewer.ClassInfo,141,1,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,164,1,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,74,1,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,49,1,0
fr.unice.gfarce.interGraph.ModifTableStockage,68,1,0
org.quickserver.net.server.impl.NonBlockingClientHandler,47,1,0
com.google.javascript.jscomp.ReferenceCollectingCallback,180,1,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,46,2,0
com.google.javascript.jscomp.ControlFlowAnalysis,63,2,0
gnu.trove.map.hash.TFloatObjectHashMap,185,2,1
fr.unice.gfarce.interGraph.ModifTableStockage,14,2,0
net.kencochrane.a4j.file.FileUtil,27,2,1
framework.util.jdbc.JDBCUtils,102,2,1
framework.util.jdbc.JDBCUtils,22,2,0
org.jfree.data.time.TimeSeries,141,2,0
fr.pingtimeout.jtail.gui.view.JTailPanel,18,2,0
com.jstevh.viewer.ClassInfo,65,2,0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,128,3,1
com.puppycrawl.tools.checkstyle.api.FileText,14,3,0
gnu.trove.list.linked.TDoubleLinkedList,220,3,0
gnu.trove.map.hash.TFloatObjectHashMap,235,3,0
com.lts.swing.combobox.SimpleComboBox,18,3,2
ghm.follow.gui.TabbedPane,5,3,1
org.apache.commons.lang3.text.ExtendedMessageFormat,128,3,0
com.eteks.sweethome3d.viewcontroller.HomeController,447,3,1
org.databene.jdbacl.SQLUtil,141,3,0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,119,3,0
gnu.trove.list.linked.TDoubleLinkedList,222,3,0
fr.pingtimeout.jtail.gui.view.JTailPanel,12,4,0
fr.unice.gfarce.interGraph.ModifTableStockage,49,4,0
fr.pingtimeout.jtail.gui.view.JTailPanel,15,4,0
org.javex.Expression,51,4,0
fr.pingtimeout.jtail.gui.view.JTailPanel,11,4,0
de.outstare.fortbattleplayer.statistics.BattleStatistics,70,4,0
umd.cs.shop.JSJshop,48,5,0
mindbright.ssh.SSHSCPGUIThread,89,5,0
org.jsecurity.web.DefaultWebSecurityManager,23,6,5
org.javathena.utiles.ConfigurationManagement,144,6,1
com.google.javascript.jscomp.CheckGlobalThis,53,6,0
org.tartarus.snowball.ext.turkishStemmer,7,7,0
org.databene.jdbacl.SQLUtil,57,7,0
com.soops.CEN4010.JMCA.JParser.JavaCharStream,175,7,1
gnu.trove.map.hash.TFloatObjectHashMap,226,8,1
ipac.BinaryCalculate,9,8,0
fr.unice.gfarce.interGraph.ModifTableStockage,122,8,0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,92,8,1
gnu.trove.map.hash.TFloatObjectHashMap,3,8,0
org.joda.time.chrono.LimitChronology,38,8,0
org.jfree.chart.axis.Axis,40,8,2
gnu.trove.map.hash.TFloatObjectHashMap,236,8,1
com.google.javascript.jscomp.ScopedAliases,97,9,0
org.apache.commons.math3.linear.MatrixUtils,39,9,2
org.apache.commons.math3.linear.MatrixUtils,107,11,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,207,12,0
gnu.trove.map.hash.TFloatObjectHashMap,73,12,0
org.javathena.utiles.ConfigurationManagement,181,13,0
org.joda.time.Partial,82,13,0
org.apache.commons.math3.linear.MatrixUtils,132,13,2
org.apache.commons.math3.linear.MatrixUtils,105,14,0
org.jfree.chart.axis.Axis,93,14,2
com.pmdesigns.jvc.tools.JVCParser,122,14,1
org.apache.commons.math3.linear.MatrixUtils,92,15,1
org.jfree.chart.axis.Axis,51,15,2
jigl.image.ops.ConnectedComponents,38,16,0
de.devcity.parseargs.ArgsParser,72,16,0
corina.formats.TucsonSimple,22,17,2
gnu.trove.map.hash.TFloatObjectHashMap,195,17,3
org.apache.commons.lang3.ClassUtils,79,17,6
org.jfree.data.category.DefaultIntervalCategoryDataset,62,18,1
twitter4j.TwitterBaseImpl,89,18,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,177,18,0
org.apache.commons.lang3.ClassUtils,112,18,9
com.eteks.sweethome3d.viewcontroller.HomeController,133,18,3
twitter4j.TwitterBaseImpl,83,18,6
com.eteks.sweethome3d.viewcontroller.HomeController,121,19,8
gnu.trove.list.linked.TDoubleLinkedList,132,19,4
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,65,19,0
jigl.image.ops.Shift,13,19,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,157,20,0
org.apache.commons.math3.ode.AbstractIntegrator,28,20,12
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,221,20,0
net.kencochrane.a4j.file.FileUtil,79,20,3
glengineer.agents.GroupAgent,60,20,0
org.jfree.data.category.DefaultIntervalCategoryDataset,69,21,1
org.apache.commons.math3.linear.MatrixUtils,96,21,3
twitter4j.TwitterBaseImpl,106,21,3
org.databene.jdbacl.SQLUtil,55,21,2
com.google.common.cache.CacheBuilderSpec,126,21,0
glengineer.agents.GroupAgent,28,21,0
org.pdfsam.guiclient.business.thumbnails.callables.JPodThmbnailCallable,16,22,16
wheel.asm.ClassWriter,52,22,2
org.apache.commons.lang3.ClassUtils,150,22,1
gnu.trove.list.linked.TDoubleLinkedList,143,22,8
gnu.trove.map.hash.TFloatObjectHashMap,155,22,4
com.soops.CEN4010.JMCA.JParser.JavaCharStream,103,22,3
org.joda.time.base.BasePeriod,40,22,1
de.huxhorn.lilith.data.access.AccessEvent,84,22,0
org.jfree.chart.axis.Axis,84,22,8
